id,contract_price,date_of_publication,procurement_name,place_of_performance,system_number,contracting_authority_id,supplier_id,date_of_contract_close
6181,14770560.00,2020-09-17,Bunda černá 2022,Jihomoravský kraj,N006/20/V00023633,4,2822,
6182,4675.00,2023-08-15,"Sběr, přeprava a odstranění odpadů v roce 2023",Olomoucký kraj,N006/23/V00021605,4,3039,
6183,3850.00,2023-08-15,"Sběr, přeprava a odstranění odpadů v roce 2023",Olomoucký kraj,N006/23/V00009432,4,3039,
6184,2902500.00,2020-08-03,Ručníky a utěrky,Jihomoravský kraj,N006/20/V00016374,4,4382,
6185,6600.00,2023-08-15,"Sběr, přeprava a odstranění odpadů v roce 2023",Olomoucký kraj,N006/23/V00009408,4,3039,
6186,1273853.72,2023-05-31,"Rámcová dohoda - Naložení, odvoz, zpracování a uložení radioaktivního odpadu do úložiště RAO",Královéhradecký kraj,N006/23/V00015353,4,3151,
6187,55404.00,2023-07-20,Dodání pájek a akumulátorů M12,Hlavní město Praha,N006/23/V00020496,32,594,
6188,18441471.71,,Dodávka mobilního drtiče,Moravskoslezský kraj,N006/23/V00016574,584,4380,
6189,1910.00,2023-07-18,"G 121 olověná baterie ( AKU ) GT6-4, 6V, 4 Ah",Zlínský kraj,N006/23/V00020193,4,51,
6190,7975.00,2023-08-15,"Sběr, přeprava a odstranění odpadů v roce 2023",Olomoucký kraj,N006/23/V00009401,4,3039,
6191,32964.96,2023-07-25,G 122 oprava vysokozdvižného vozíku ter. a elektrického,Zlínský kraj,N006/23/V00020535,4,3949,
6192,5588.20,2023-07-20,Dílčí plnění č. 6 - Praní a chemické čištění vojenského materiálu 2023,Olomoucký kraj,N006/23/V00019524,4,197,
6193,4.90,2023-05-22,KS Plzeň - dodejkové obálky,Plzeňský kraj Karlovarský kraj,N006/23/V00013256,307,945,
6194,57820.00,2023-07-03,Zrcadlo nástěnné,Olomoucký kraj,N006/23/V00018847,4,2596,
6195,13188.42,2023-07-25,Nákup kombinovaných lednic a mikrovlnek,Hlavní město Praha,N006/23/V00020060,4,38,
6196,64500.00,2023-08-08,Školení instruktorů přípravy řidičů ke zvládání krizových situací,Moravskoslezský kraj,N006/23/V00021386,4,3271,
6197,1444500.00,,VZ/211/OÚR/23 - Rekonstrukce mostu M6 na ul. Budovatelů - PD a AD,Moravskoslezský kraj,N006/23/V00016829,463,2732,
6198,2488000.00,2023-03-27,Zajištění podzimních Městských slavností Pardubice na období 4 let,Pardubický kraj,N006/23/V00008217,5,4385,
6199,16896530.84,2023-04-13,Mateřská škola Závodu míru – rekonstrukce hospodářského pavilonu - příprava jídel,Pardubický kraj,N006/23/V00010104,5,2618,
6200,2270842.58,2023-01-16,"Stavební úpravy a dodání vybavení ZŠ Školní, Jílové",Ústecký kraj,N006/23/V00000997,585,4387,
6201,529092.00,2023-08-09,Návrh na uzavření KS - dodávka motorové nafty z RD - výzva č. 2_2023,Karlovarský kraj,N006/23/V00021741,202,726,
6202,21149258.75,2023-06-14,"ZTV - Obytná zóna „Pod Hřebenovkou“ I.etapa, Česká Bělá",Kraj Vysočina,N006/23/V00017047,586,488,
6203,145000.00,2023-08-14,SZ SYCHROV – dodávka mulčovače,,N006/23/V00018396,17,4391,
6204,84000.00,2023-08-14,Grafické řešení výstavy a katalogu k výstavě Můj život a dílo,,N006/23/V00021178,24,4392,
6205,1487603.30,2023-06-30,"RD - Mytí, čištění a desinfekce nafukovacích stanů TPE 6004-4, DI044/CZ a nafukovacích hal MMS a MHHF",Česká republika,N006/23/V00018885,4,268,
6206,2227500.00,2019-02-14,Dodávka poukázek na stravování pro zaměstnance MPSV,Česká republika,N006/19/V00003869,21,66,
6207,106700.00,2023-05-19,Nákup hygienických potřeb,Jihomoravský kraj,N006/23/V00013843,4,127,
6208,66480.00,2023-04-13,Nákup ND pro provoz vozidel,Jihomoravský kraj,N006/23/V00008848,4,351,
6209,97208.17,2023-06-08,Učebnice,Česká republika,N006/23/V00011252,4,4395,
6210,322314.05,2023-06-27,87 RD - Nákup masážních prostředků,Hlavní město Praha,N006/23/V00018334,4,2698,
6211,18396.00,2023-07-10,Třífázové adaptéry,Středočeský kraj,N006/23/V00019419,4,330,
6212,990418.00,2023-06-13,23-024 Nákup kancelářských a hygienických potřeb (RS na 2 roky),Česká republika,N006/23/V00016682,108,3148,
6213,120000.00,2023-08-14,2.DP.- Odvoz a likvidace N odpadů z lapolů,Česká republika,N006/23/V00019400,4,1441,
6214,40581.00,2023-05-09,"DP č. 6 RD 190460/2022-8660 Převzetí a odstranění odpadů ""O"" a ""N"" 2022-2023",Jihomoravský kraj,N006/23/V00011422,4,432,
6215,7689.99,2023-07-19,Nákup bazických elektrod,Česká republika,N006/23/V00020346,4,605,
6216,15999940.84,2022-02-24,„Novostavba ČOV a veřejné kanalizace Budětice – I. etapa“,Plzeňský kraj,N006/22/V00004208,587,1592,
6217,190754.00,2023-08-14,"NPÚ, SHZ Frýdlant – zajištění havarijní konstrukce stropu nad malým dvorkem za parkánovou zdí - HAVÁRIE",,N006/23/V00021156,17,642,
6218,12396.69,2023-05-29,"DP č. 14 RD 95363/2022-8660 Přezouvání, vyvažování a opravy pneumatik a defektů 4/2022 - 7/2023",Jihomoravský kraj,N006/23/V00014514,4,420,
6219,21981100.00,2021-02-09,"VZ na základě RD "" Bezhotovostní odběr pohonných hmot u čerpacích stanic formou karet na 48 měsíců""",Královéhradecký kraj,N006/20/V00019647,162,1095,
6220,5810.00,2023-07-31,ÚPB OPUH – revize požárních přístrojů a hydrantů,Česká republika,N006/23/V00021279,38,2207,
6221,7418081.00,2022-10-13,"FZŠ - CAS 20 - technická, příměstská",Jihočeský kraj,N006/22/V00024224,20,2253,
6222,4851240.00,2023-05-05,Stavební úpravy pro experimentální MR 7T (pavilon Z2),Hlavní město Praha,N006/23/V00010211,33,4398,
6223,834924.68,2023-06-07,Zajištění úklidových prací pro ÚP PSSZ Příbram,Středočeský kraj,N006/23/V00016225,531,639,
6224,3140743.80,2023-03-02,KŘP MSK - P2.0 - OOP STRMÁ 14 - OPRAVA SOC. ZAŘÍZENÍ - 2. ETAPA,Moravskoslezský kraj,N006/23/V00005752,52,4401,
6225,45000000.00,2021-05-31,Nákup komponent CISCO - rámcová dohoda,Hlavní město Praha,N006/21/V00013801,115,1099,
6226,45000000.00,2021-05-31,Nákup komponent CISCO - rámcová dohoda,Hlavní město Praha,N006/21/V00013801,115,573,
6227,45000000.00,2021-05-31,Nákup komponent CISCO - rámcová dohoda,Hlavní město Praha,N006/21/V00013801,115,4404,
6228,5210000.00,2023-02-17,Upgrade systému EKG MUSE,Hlavní město Praha,N006/23/V00003938,33,1752,
6229,6361.90,2023-08-14,"Servis, údržba a opravy vozidel značky Škoda a VW",Olomoucký kraj,N006/23/V00005288,4,3395,
6230,1198630.00,2023-08-14,DNS - Drůbež 12 měs. 2023,Hlavní město Praha,N006/23/V00017248,126,2384,
6231,59674.00,2023-07-25,OS Karviná - dodávka xerografického papíru,Moravskoslezský kraj,N006/23/V00020796,99,326,
6232,454656.00,2023-05-23,Úprava zasedací místnosti v čp. 160,Středočeský kraj,N006/23/V00013359,552,4070,
6233,1267340.00,2023-08-14,Odborné služby překladatelů a jazykového vzdělávání – anglický jazyk – část zakázky č. 2 – Jazykové kurzy – Nové služby,,N006/23/V00022700,456,4407,
6234,6791.70,2023-08-14,"Servis, údržba a opravy vozidel značky Škoda a VW",Olomoucký kraj,N006/23/V00005278,4,3395,
6235,593420000.00,2022-08-09,Zprostředkování centralizovaného nákupu el. energie a plynu na ČMKBK,Česká republika,N006/22/V00020666,58,1191,
6236,153290000.00,2022-08-09,Zprostředkování centralizovaného nákupu el. energie a plynu na ČMKBK,Česká republika,N006/22/V00020666,58,1275,
6237,153290000.00,2022-08-09,Zprostředkování centralizovaného nákupu el. energie a plynu na ČMKBK,Česká republika,N006/22/V00020666,58,4408,
6238,153290000.00,2022-08-09,Zprostředkování centralizovaného nákupu el. energie a plynu na ČMKBK,Česká republika,N006/22/V00020666,58,4409,
6239,3180.00,2023-08-14,Výzva k plnění č. 31 Rámcové dohody - Odstranění biologicky rozložitelného odpadu z kuchyně v roce 2022 - 2023,Olomoucký kraj,N006/23/V00021023,4,1428,
6240,1151546.00,2023-08-14,Výměna potrubí otopné soustavy na půdě ZŠ Nivnice,,N006/23/V00022689,522,4410,
6241,1216000.00,2023-06-12,RD na dodávku kontejnerů a pouzder,Hlavní město Praha,N006/23/V00016748,259,4411,
6242,155400.00,2023-06-21,84/2023- Nákup vybavení pro kondiční přípravu sportovců ASC DUKLA,Hlavní město Praha,N006/23/V00016986,4,62,
6243,938413.24,2023-08-14,MT 39010/ ÚP 86/ LÚ1/TČ,Jihočeský kraj,N006/23/V00021925,11,1971,
6244,46394354.55,2022-04-25,Energetické úspory ve VOŠ zdravotnické Ostrava II.,Moravskoslezský kraj,N006/22/V00009615,101,2045,
6245,5437440.00,2022-11-28,Průběžné dodávky arktické nafty pro HZS Olomouckého kraje,Olomoucký kraj,N006/22/V00031239,225,726,
6246,12000.00,2023-08-14,Výzva k plnění č. 16 Rámcové dohody – Pronájem a servis mobilních umýváren v roce 2023 - Rámcová dohoda,Olomoucký kraj,N006/23/V00021024,4,85,
6247,16750.00,2023-08-14,Výzva k plnění č. 17 - Pronájem a servis mobilních sociálních zařízení u VZ 8129 Město Libavá,Olomoucký kraj,N006/23/V00021015,4,85,
6248,26544066.00,2023-06-12,Rámcová dohoda na přestavbu komerčních vozidel Škoda Kodiaq na požární vozidla,Česká republika,N006/23/V00015103,26,1668,
6249,27225.00,2023-08-14,Výzva k plnění č. 18 - Pronájem a servis mobilních sociálních zařízení u VZ 8129 Město Libavá,Olomoucký kraj,N006/23/V00021019,4,85,
6250,150350.00,2023-08-14,SZ Ploskovice - repase a nátěry dveří I.NP hlavní budovy zámku,,N006/23/V00022109,17,4414,
6251,2231.40,2023-08-14,"Výzva k plnění č. 6 - Technické prohlídky a měření emisí vozidel do 3,5 t v roce 2023",Olomoucký kraj,N006/23/V00017888,4,1356,
6252,1339354.09,2023-04-25,"Zlín, Dolní dědina - oprava komunikace u budovy Astra",Zlínský kraj,N006/23/V00011456,40,932,
6253,52940.00,2023-07-19,Nákup kuchyňských čisticích prostředků,Kraj Vysočina,N006/23/V00020333,4,3095,
6254,329892.00,2023-08-14,"DP-1/2023 CRD na ""Zařízení pro dálkové ovládání terčů – opravy a udržování""",Olomoucký kraj,N006/23/V00021996,4,3525,
6255,73807.00,2023-07-20,Nákup čisticích utěrek,Kraj Vysočina,N006/23/V00020514,4,603,
6256,64025.00,2023-07-10,Nákup kompresorů a pneumatického nářadí,Kraj Vysočina,N006/23/V00019435,4,4309,
6257,20000.00,2023-08-14,18. DP Zabezpečení kompletního servisu mobilních WC ve dnech 3. - 7. 9. 2023,Karlovarský kraj,N006/23/V00022550,4,270,
6258,525534.00,2023-06-30,ISŠ – COP Valašské Meziříčí – nouzové osvětlení - doplnění,Zlínský kraj,N006/23/V00018949,588,1510,
6259,6000.00,2023-06-21,Znalecký posudek - k.ú. Klatovy,Plzeňský kraj,N006/23/V00016711,38,2772,
6260,11045.45,2023-08-14,9. DP Zabezpečení kompletního servisu mobilních umýváren ve dnech 4. - 7. 9. 2023,Karlovarský kraj,N006/23/V00022556,4,85,
6261,799000.00,2023-05-02,"MSp – reko objektu Dukelská čp. 999, Benešov – výkon TDS + BOZP",Středočeský kraj,N006/23/V00012109,174,4417,
6262,392778.00,,Odstředivá čerpadla,Středočeský kraj,N006/23/V00021155,12,1491,
6263,13868844.48,2023-05-24,Uherskohradišťská nemocnice a.s. – zázemí pro úklid a garáže,Zlínský kraj,N006/23/V00014444,548,1838,
6264,3380.17,2023-07-24,Objednávka č. 34 k RD 188/2022-VLCH,Jihomoravský kraj,N006/23/V00020648,4,595,
6265,1150000.00,2023-01-04,"Podnik v obtížích v ESI/EU fondech v podmínkách ČR – příprava a dodání prezentace, studijních materiálů, praktická aplikace, workshop, pro modelové případy určené pro poskytovatele",Hlavní město Praha,N006/22/V00021662,223,1611,
6266,1033362.00,2023-07-18,Opravy velkokuchyňského zařízení a kuchyňských spotřebičů,Jihomoravský kraj,N006/23/V00019374,59,2119,
6267,446523.00,2023-02-13,Služební dopravní prostředky Kodiaq - 1 ks,Pardubický kraj,N006/23/V00003340,589,290,
6268,23930.00,2023-02-07,Nákup papíru,Česká republika,N006/23/V00002043,589,327,
6269,2734.00,2023-08-14,"Objednávka č. 45 RD 250/2022-BR, Praní a čištění v civilním sektoru",Jihomoravský kraj,N006/23/V00021958,4,641,
6270,8250.00,2023-08-14,VP č. 23 z RD č. 21105002157,Královéhradecký kraj,N006/23/V00015047,4,1325,
6271,2000000.00,2023-04-24,GŘ OL - Deky (VZMR),Pardubický kraj,N006/23/V00011116,120,4382,
6272,6474786.10,2023-05-16,KŘP Msk - Frýdek - Místek - realizace únikového protipožárního schodiště dle PBŘ,Moravskoslezský kraj,N006/23/V00013437,52,962,
6273,41830.00,2022-11-22,Dodávka xerografického papíru,Ústecký kraj,N006/22/V00031199,41,327,
6274,7839.67,2023-08-14,"Praní a čištění zdravotnického prádla, výzva č. 83/2023",Jihomoravský kraj,N006/23/V00022620,4,980,
6275,169051.00,2023-06-15,Nákup sportovního vybavení na venkovní a halové sporty,Česká republika,N006/23/V00017050,4,1274,
6276,2664.48,2023-08-14,Dodávka kancelářských potřeb z Rámcové dohody pro GnŘ_Valdštejnské nám._srpen_2023,,N006/23/V00022616,17,86,
6277,125572.89,2023-07-20,PS 0412 - ŮO Nakléřov - Oprava střechy a klempířských prvků,Ústecký kraj,N006/23/V00019083,4,2598,
6278,89721.00,2023-07-17,SpMO 46726/2023-6624 Provedení kontroly hasících přístrojů,Jihočeský kraj,N006/23/V00020038,4,794,
6279,124556.20,2023-08-14,"DP - Nákup laboratorních zvířat, podestýlky a krmiva",Královéhradecký kraj,N006/23/V00022277,4,1369,
6280,3768.60,2023-08-14,"Výroba stomatologických náhrad Vyškov, výzva č. 97/2023",Jihomoravský kraj,N006/23/V00022613,4,4423,
6281,187000.00,2023-08-04,Skládací boudy pro služební psy,Olomoucký kraj,N006/23/V00020695,4,4424,
6282,6745020.00,2023-05-02,23-070 Cukr krystal – obměna zásoby HR cukru krystalu,Kraj Vysočina,N006/23/V00011674,108,3322,
6283,21200000.00,2022-06-20,Robot pro EOD,Olomoucký kraj,N006/22/V00015724,4,2559,
6284,71881192.00,2023-08-11,Pořízení náhradních dílů pro pasivní sledovací systém DPET,Olomoucký kraj,N006/22/V00019031,4,4427,
6285,46526900.00,2023-08-09,HW pro služby mobilní sítě GSM - mobilní telefony,Česká republika,N006/23/V00014591,4,3005,
6286,3613149.30,2023-05-25,KS Plzeň – modernizace PZTS a VSS,Plzeňský kraj,N006/23/V00013621,307,96,
6287,5797989.55,2023-03-31,Rekonstrukce sociálních zařízení a zavedení teplé vody do tříd,Moravskoslezský kraj,N006/23/V00008983,590,4429,
6288,2400000.00,2023-08-13,107 RD - Zabezpečení stravování formou stravovacích poukázek,Česká republika,N006/23/V00022611,4,234,
6289,364075.00,2023-08-12,dodávka automobilu pro NPÚ ÚOP v Josefově (osobní vozidlo kategorie 1b - benzín),Královéhradecký kraj,N006/23/V00019864,17,2472,
6290,5136654.81,2023-06-19,Výměna centrálních ventilátorů,Hlavní město Praha,N006/23/V00017536,125,4430,
6291,5646575.93,2022-08-10,"Rekonstrukce městských budov - Přístavba ZŠ Polná, Poděbradova 79 - 1. etapa",Kraj Vysočina,N006/22/V00020806,591,4431,
6292,1594783.59,2023-07-02,Učebny pavilonu C,,N006/23/V00018999,592,998,
6293,25410675.40,2023-06-29,ZKAPACITNĚNÍ VODOVODU ČERNÝ DŮL ČISTÁ V KRKONOŠÍCH,Královéhradecký kraj,N006/23/V00018678,458,4433,
6294,4210930.00,2021-06-21,Restaurování vybraného mobiliáře z baziliky sv. Vavřince a sv. Zdislavy v Jablonném v Podještědí,Liberecký kraj,N006/21/V00016075,222,4434,
6295,8939242.09,2023-05-30,SZ Janovice u Rýmařova - silno a slaboproud v křídle B a C,Moravskoslezský kraj,N006/23/V00011427,17,3168,
6296,567734.71,2023-08-11,Poskytování technické podpory č. 01/2023 /KS mzdy PROFi a KS portál),Zlínský kraj,N006/23/V00012266,111,4435,
6297,450900.00,2023-08-11,SZ Raduň - opravy skleníku,,N006/23/V00022024,17,4436,
6298,56529.24,2023-08-11,OBJ 79/2023 - Nákup kancelářských židlí,Hlavní město Praha,N006/23/V00022594,86,4437,
6299,3970.00,2023-08-11,"DP č. 4 k RD-Údržba, servis, oprava, technická kontrola a měření emisí vozidel nad 3,5 tuny",Česká republika,N006/23/V00020400,4,210,
6300,7870.25,2023-08-11,"DP č. 3 k RD-Údržba, servis, oprava, technická kontrola a měření emisí vozidel nad 3,5 tuny",Česká republika,N006/23/V00020398,4,210,
6301,290600.00,2022-08-25,Speciální technika pro OC - Interaktivní televize,Hlavní město Praha,N006/22/V00022251,4,4438,
6302,23030.26,2023-08-02,OS Ostrava - Nákup kancelářského zboží 5/2023,Moravskoslezský kraj,N006/23/V00021584,82,326,
6303,2319460.00,2023-03-17,Svítidla LED – ul. Pražská a spol. a Kyjevská a spol. 2023,Pardubický kraj,N006/23/V00007424,593,347,
6304,290600.00,2022-11-04,Speciální technika pro OC - Stolní PC a ploché monitory,,N006/22/V00022246,4,1255,
6305,326000.00,2023-08-11,Dodání systému RFID pro inventarizaci majetku MZK,Jihomoravský kraj,N006/23/V00016738,224,4439,
6306,990000.00,2023-08-11,Aktualizace Regionální surovinové politiky Zlínského kraje,Zlínský kraj,N006/23/V00022575,111,4440,
6307,673033.00,2023-07-12,Rekonstrukce osvětlení budov ČMI OI Praha,Hlavní město Praha,N006/23/V00019755,259,1510,
6308,10670770.65,2023-06-15,GŘ HZS ČR – Vrátnice Zbiroh,Plzeňský kraj,N006/23/V00015624,26,453,
6309,164535.00,2023-03-13,KŘP LK - Nákup kancelářského a sedacího nábytku dle RD č. MV-175034-38/VZ-2021,Česká republika,N006/23/V00005336,204,287,
6310,1346012.00,2022-11-21,SEZ - Doprůzkum včetně zpracování účelové aktualizované analýzy rizik skládky sudů v k. ú. Nelahozeves společnosti ORLEN Unipetrol a.s.,Středočeský kraj,N006/22/V00031531,42,714,
6311,5862.00,2023-08-01,"Nákup držáku projektoru, projekčního plátna a digitálních hodin",Středočeský kraj,N006/23/V00021405,4,217,
6312,1000000.00,,Smluvní autodoprava,Česká republika,N006/23/V00020075,237,4442,
6313,499900.00,2023-01-17,Minitendr 12/2388_Nákup mediálního prostoru pro inzertní kampaň IROP/REACT-EU,Česká republika,N006/22/V00030074,223,4444,
6314,233884.29,2023-08-11,"Tiskové služby Jablonné, Doksy, Raspenava, Jilemnice na 65 měsíců",Česká republika,N006/23/V00021347,160,69,
6315,6029590.00,2022-04-04,MS Praha – tonery do tiskáren 2022-2024,Hlavní město Praha,N006/22/V00007569,172,807,
6316,8290.08,2023-08-11,"Praní a čištění prádla, tkanin, lůžkovin a pracovních oděvů",Olomoucký kraj,N006/23/V00017213,4,980,
6317,6745000.00,2021-10-29,Dekontaminační zařízení Nemocnice Blansko,Jihomoravský kraj,N006/21/V00028229,211,4445,
6318,24485.80,2023-08-02,OS Ostrava - Nákup drogistického zboží 8/2023,Moravskoslezský kraj Moravskoslezský kraj,N006/23/V00021583,82,679,
6319,9860.33,2023-08-11,"Praní a čištění prádla, tkanin, lůžkovin a pracovních oděvů",Olomoucký kraj,N006/23/V00009103,4,980,
6320,498500.00,2023-07-27,Videoreportáže IROP 2022,Česká republika,N006/22/V00030072,223,4446,
6321,451266.00,2023-04-18,Plán péče o MZCHÚ v CHKO Šumava_NPP Blanice a Prameniště Blanice II,Jihočeský kraj,N006/23/V00010582,11,4447,
6322,244415.40,2023-08-11,MT 38388 / ÚP 84 / LÚ 6 / TČ,Jihočeský kraj,N006/23/V00021186,11,4448,
6323,6180.00,2022-12-01,Minitendr 24/2022_Skládačka Management Blanice,Jihočeský kraj,N006/22/V00030104,11,1946,
6324,12865.29,2023-08-11,"Praní a čištění prádla, tkanin, lůžkovin a pracovních oděvů",Olomoucký kraj,N006/23/V00009092,4,980,
